session_date,direction,breakout_time,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,risk_points,r_multiple_net,gross_points,cost_points,net_points,gross_dollars,cost_dollars,net_dollars
2016-03-31,long,10:13,10:14,4487.75,4473.25,4516.75,11:29,4487.25,time_stop,14.5,-0.1276,-0.5,1.35,-1.85,-1.0,2.7,-3.7
2016-04-01,long,10:00,10:01,4465.5,4441.25,4514.0,11:29,4498.25,time_stop,24.25,1.2948,32.75,1.35,31.4,65.5,2.7,62.8
2016-04-04,long,10:06,10:07,4523.0,4508.75,4551.5,10:45,4508.75,hard_stop,14.25,-1.0947,-14.25,1.35,-15.6,-28.5,2.7,-31.2
2016-04-05,long,10:05,10:06,4476.5,4457.5,4514.5,11:29,4478.75,time_stop,19.0,0.0474,2.25,1.35,0.9,4.5,2.7,1.8
2016-04-06,long,10:03,10:04,4485.5,4467.0,4522.5,11:29,4504.75,time_stop,18.5,0.9676,19.25,1.35,17.9,38.5,2.7,35.8
2016-04-07,short,10:14,10:15,4498.5,4517.75,4460.0,11:29,4479.75,time_stop,19.25,0.9039,18.75,1.35,17.4,37.5,2.7,34.8
2016-04-08,long,10:04,10:05,4504.75,4484.5,4545.25,10:59,4484.5,hard_stop,20.25,-1.0667,-20.25,1.35,-21.6,-40.5,2.7,-43.2
2016-04-11,long,10:05,10:06,4500.75,4479.75,4542.75,11:29,4490.5,time_stop,21.0,-0.5524,-10.25,1.35,-11.6,-20.5,2.7,-23.2
2016-04-12,short,10:08,10:09,4441.75,4460.25,4404.75,10:53,4460.25,hard_stop,18.5,-1.073,-18.5,1.35,-19.85,-37.0,2.7,-39.7
2016-04-13,long,10:15,10:16,4543.5,4517.25,4596.0,11:29,4539.5,time_stop,26.25,-0.2038,-4.0,1.35,-5.35,-8.0,2.7,-10.7
2016-04-14,long,10:54,10:55,4550.5,4534.25,4583.0,11:29,4544.0,time_stop,16.25,-0.4831,-6.5,1.35,-7.85,-13.0,2.7,-15.7
2016-04-15,long,10:45,10:46,4549.5,4533.0,4582.5,11:29,4549.75,time_stop,16.5,-0.0667,0.25,1.35,-1.1,0.5,2.7,-2.2
2016-04-18,long,10:00,10:01,4537.25,4519.0,4573.75,11:29,4545.5,time_stop,18.25,0.3781,8.25,1.35,6.9,16.5,2.7,13.8
2016-04-20,long,11:17,11:18,4545.75,4515.25,4606.75,11:29,4551.0,time_stop,30.5,0.1279,5.25,1.35,3.9,10.5,2.7,7.8
2016-04-21,long,10:38,10:39,4538.25,4514.0,4586.75,11:29,4545.5,time_stop,24.25,0.2433,7.25,1.35,5.9,14.5,2.7,11.8
2016-04-22,short,10:12,10:13,4469.75,4497.25,4414.75,11:29,4437.25,time_stop,27.5,1.1327,32.5,1.35,31.15,65.0,2.7,62.3
2016-04-25,short,10:19,10:20,4449.25,4467.5,4412.75,11:29,4455.25,time_stop,18.25,-0.4027,-6.0,1.35,-7.35,-12.0,2.7,-14.7
2016-04-26,short,10:22,10:23,4463.0,4484.5,4420.0,11:29,4450.5,time_stop,21.5,0.5186,12.5,1.35,11.15,25.0,2.7,22.3
2016-04-27,short,10:06,10:07,4390.75,4418.75,4334.75,11:29,4394.25,time_stop,28.0,-0.1732,-3.5,1.35,-4.85,-7.0,2.7,-9.7
2016-04-28,long,10:01,10:02,4428.75,4407.75,4470.75,11:29,4437.0,time_stop,21.0,0.3286,8.25,1.35,6.9,16.5,2.7,13.8
2016-04-29,short,10:01,10:02,4327.0,4364.0,4253.0,11:29,4307.25,time_stop,37.0,0.4973,19.75,1.35,18.4,39.5,2.7,36.8
2016-05-02,long,10:16,10:17,4345.75,4326.25,4384.75,11:29,4339.0,time_stop,19.5,-0.4154,-6.75,1.35,-8.1,-13.5,2.7,-16.2
2016-05-03,short,10:10,10:11,4324.75,4351.75,4270.75,11:29,4327.75,time_stop,27.0,-0.1611,-3.0,1.35,-4.35,-6.0,2.7,-8.7
2016-05-04,long,10:00,10:01,4317.25,4299.75,4352.25,11:28,4299.75,hard_stop,17.5,-1.0771,-17.5,1.35,-18.85,-35.0,2.7,-37.7
2016-05-05,long,10:12,10:13,4324.25,4302.0,4368.75,11:29,4309.5,time_stop,22.25,-0.7236,-14.75,1.35,-16.1,-29.5,2.7,-32.2
2016-05-06,short,10:46,10:47,4278.0,4311.0,4212.0,11:29,4292.5,time_stop,33.0,-0.4803,-14.5,1.35,-15.85,-29.0,2.7,-31.7
2016-05-09,long,10:08,10:09,4350.25,4322.5,4405.75,11:29,4335.5,time_stop,27.75,-0.5802,-14.75,1.35,-16.1,-29.5,2.7,-32.2
2016-05-10,long,10:32,10:33,4364.0,4343.25,4405.5,11:29,4372.0,time_stop,20.75,0.3205,8.0,1.35,6.65,16.0,2.7,13.3
2016-05-11,long,10:14,10:15,4393.5,4381.25,4418.0,11:01,4381.25,hard_stop,12.25,-1.1102,-12.25,1.35,-13.6,-24.5,2.7,-27.2
2016-05-12,short,10:02,10:03,4341.75,4372.25,4280.75,11:29,4317.25,time_stop,30.5,0.759,24.5,1.35,23.15,49.0,2.7,46.3
2016-05-13,long,11:26,11:27,4359.0,4332.75,4411.5,11:29,4357.25,time_stop,26.25,-0.1181,-1.75,1.35,-3.1,-3.5,2.7,-6.2
2016-05-16,long,10:00,10:01,4344.75,4323.25,4387.75,11:29,4358.75,time_stop,21.5,0.5884,14.0,1.35,12.65,28.0,2.7,25.3
2016-05-17,short,10:06,10:07,4355.5,4385.0,4296.5,11:29,4354.0,time_stop,29.5,0.0051,1.5,1.35,0.15,3.0,2.7,0.3
2016-05-18,long,10:05,10:06,4331.25,4312.0,4369.75,11:29,4345.5,time_stop,19.25,0.6701,14.25,1.35,12.9,28.5,2.7,25.8
2016-05-19,short,10:00,10:01,4296.75,4329.75,4230.75,11:29,4292.0,time_stop,33.0,0.103,4.75,1.35,3.4,9.5,2.7,6.8
2016-05-20,long,10:01,10:02,4360.75,4328.25,4425.75,11:29,4371.0,time_stop,32.5,0.2738,10.25,1.35,8.9,20.5,2.7,17.8
2016-05-23,long,10:20,10:21,4381.5,4360.75,4423.0,11:29,4373.5,time_stop,20.75,-0.4506,-8.0,1.35,-9.35,-16.0,2.7,-18.7
2016-05-24,long,10:02,10:03,4406.25,4377.5,4463.75,11:29,4430.0,time_stop,28.75,0.7791,23.75,1.35,22.4,47.5,2.7,44.8
2016-05-25,long,10:10,10:11,4474.75,4452.0,4520.25,11:29,4468.25,time_stop,22.75,-0.3451,-6.5,1.35,-7.85,-13.0,2.7,-15.7
2016-05-26,long,10:33,10:34,4487.25,4469.75,4522.25,11:29,4484.5,time_stop,17.5,-0.2343,-2.75,1.35,-4.1,-5.5,2.7,-8.2
2016-05-27,long,10:04,10:05,4504.0,4490.25,4531.5,11:29,4507.5,time_stop,13.75,0.1564,3.5,1.35,2.15,7.0,2.7,4.3
2016-05-31,long,10:06,10:07,4524.75,4513.5,4547.25,10:46,4513.5,hard_stop,11.25,-1.12,-11.25,1.35,-12.6,-22.5,2.7,-25.2
2016-06-02,long,11:05,11:06,4514.0,4486.0,4570.0,11:29,4511.25,time_stop,28.0,-0.1464,-2.75,1.35,-4.1,-5.5,2.7,-8.2
2016-06-03,short,10:00,10:01,4495.25,4523.75,4438.25,11:29,4497.75,time_stop,28.5,-0.1351,-2.5,1.35,-3.85,-5.0,2.7,-7.7
2016-06-06,long,11:09,11:10,4529.5,4510.75,4567.0,11:29,4525.0,time_stop,18.75,-0.312,-4.5,1.35,-5.85,-9.0,2.7,-11.7
2016-06-07,short,10:50,10:51,4521.25,4532.25,4499.25,11:29,4526.75,time_stop,11.0,-0.6227,-5.5,1.35,-6.85,-11.0,2.7,-13.7
2016-06-08,short,10:09,10:10,4517.25,4530.5,4490.75,11:29,4515.25,time_stop,13.25,0.0491,2.0,1.35,0.65,4.0,2.7,1.3
2016-06-10,long,10:33,10:34,4479.0,4464.25,4508.5,11:29,4473.0,time_stop,14.75,-0.4983,-6.0,1.35,-7.35,-12.0,2.7,-14.7
2016-06-13,long,10:31,10:32,4452.75,4426.75,4504.75,11:29,4444.0,time_stop,26.0,-0.3885,-8.75,1.35,-10.1,-17.5,2.7,-20.2
2016-06-14,short,10:25,10:26,4404.25,4431.75,4349.25,11:29,4386.0,time_stop,27.5,0.6145,18.25,1.35,16.9,36.5,2.7,33.8
2016-06-15,short,10:23,10:24,4419.5,4431.0,4396.5,11:29,4413.0,time_stop,11.5,0.4478,6.5,1.35,5.15,13.0,2.7,10.3
2016-06-16,short,10:00,10:01,4363.5,4385.25,4320.0,11:29,4373.0,time_stop,21.75,-0.4989,-9.5,1.35,-10.85,-19.0,2.7,-21.7
2016-06-17,short,10:06,10:07,4375.75,4408.75,4309.75,11:29,4355.5,time_stop,33.0,0.5727,20.25,1.35,18.9,40.5,2.7,37.8
2016-06-20,long,10:01,10:02,4427.75,4414.25,4454.75,11:29,4434.5,time_stop,13.5,0.4,6.75,1.35,5.4,13.5,2.7,10.8
2016-06-21,short,10:56,10:57,4395.25,4411.5,4362.75,11:29,4397.0,time_stop,16.25,-0.1908,-1.75,1.35,-3.1,-3.5,2.7,-6.2
2016-06-22,short,10:01,10:02,4399.5,4411.25,4376.0,10:32,4411.25,hard_stop,11.75,-1.1149,-11.75,1.35,-13.1,-23.5,2.7,-26.2
2016-06-23,long,10:54,10:55,4434.5,4410.5,4482.5,11:29,4440.25,time_stop,24.0,0.1833,5.75,1.35,4.4,11.5,2.7,8.8
2016-06-24,long,10:01,10:02,4356.75,4281.5,4507.25,11:29,4320.5,time_stop,75.25,-0.4997,-36.25,1.35,-37.6,-72.5,2.7,-75.2
2016-06-27,short,10:05,10:06,4211.0,4244.0,4145.0,11:29,4186.5,time_stop,33.0,0.7015,24.5,1.35,23.15,49.0,2.7,46.3
2016-06-29,long,10:13,10:14,4334.0,4310.75,4380.5,11:29,4343.75,time_stop,23.25,0.3613,9.75,1.35,8.4,19.5,2.7,16.8
2016-06-30,short,10:05,10:06,4350.5,4371.5,4308.5,10:51,4371.5,hard_stop,21.0,-1.0643,-21.0,1.35,-22.35,-42.0,2.7,-44.7
2016-07-01,long,10:00,10:01,4435.0,4403.25,4498.5,11:29,4437.75,time_stop,31.75,0.0441,2.75,1.35,1.4,5.5,2.7,2.8
2016-07-05,short,10:10,10:11,4387.25,4412.75,4336.25,11:29,4396.0,time_stop,25.5,-0.3961,-8.75,1.35,-10.1,-17.5,2.7,-20.2
2016-07-06,long,10:00,10:01,4392.75,4366.75,4444.75,11:29,4415.5,time_stop,26.0,0.8231,22.75,1.35,21.4,45.5,2.7,42.8
2016-07-07,short,11:04,11:05,4440.75,4461.5,4399.25,11:29,4444.25,time_stop,20.75,-0.2337,-3.5,1.35,-4.85,-7.0,2.7,-9.7
2016-07-08,long,10:09,10:10,4497.25,4467.0,4557.75,11:29,4511.75,time_stop,30.25,0.4347,14.5,1.35,13.15,29.0,2.7,26.3
2016-07-11,long,11:05,11:06,4555.25,4535.0,4595.75,11:29,4554.5,time_stop,20.25,-0.1037,-0.75,1.35,-2.1,-1.5,2.7,-4.2
2016-07-13,long,10:53,10:54,4582.75,4566.25,4615.75,11:29,4569.25,time_stop,16.5,-0.9,-13.5,1.35,-14.85,-27.0,2.7,-29.7
2016-07-15,short,10:05,10:06,4589.0,4603.75,4559.5,11:29,4582.5,time_stop,14.75,0.3492,6.5,1.35,5.15,13.0,2.7,10.3
2016-07-20,long,10:04,10:05,4631.75,4615.25,4664.75,11:29,4651.25,time_stop,16.5,1.1,19.5,1.35,18.15,39.0,2.7,36.3
2016-07-22,long,10:01,10:02,4646.5,4628.25,4683.0,11:29,4651.25,time_stop,18.25,0.1863,4.75,1.35,3.4,9.5,2.7,6.8
2016-07-25,short,10:11,10:12,4648.5,4660.75,4624.0,11:29,4652.75,time_stop,12.25,-0.4571,-4.25,1.35,-5.6,-8.5,2.7,-11.2
2016-07-26,long,10:00,10:01,4679.75,4657.25,4724.75,10:54,4657.25,hard_stop,22.5,-1.06,-22.5,1.35,-23.85,-45.0,2.7,-47.7
2016-07-27,short,10:41,10:42,4690.75,4705.5,4661.25,11:29,4696.0,time_stop,14.75,-0.4475,-5.25,1.35,-6.6,-10.5,2.7,-13.2
2016-07-29,short,10:00,10:01,4717.25,4731.5,4688.75,11:09,4731.5,hard_stop,14.25,-1.0947,-14.25,1.35,-15.6,-28.5,2.7,-31.2
2016-08-01,long,10:01,10:02,4735.75,4720.75,4765.75,11:29,4757.75,time_stop,15.0,1.3767,22.0,1.35,20.65,44.0,2.7,41.3
2016-08-02,short,10:06,10:07,4723.75,4746.25,4678.75,11:29,4700.5,time_stop,22.5,0.9733,23.25,1.35,21.9,46.5,2.7,43.8
2016-08-03,long,10:14,10:15,4722.5,4705.75,4756.0,11:29,4713.0,time_stop,16.75,-0.6478,-9.5,1.35,-10.85,-19.0,2.7,-21.7
2016-08-04,short,10:06,10:07,4719.0,4738.5,4680.0,10:50,4738.5,hard_stop,19.5,-1.0692,-19.5,1.35,-20.85,-39.0,2.7,-41.7
2016-08-05,long,10:00,10:01,4788.75,4759.5,4847.25,11:29,4794.0,time_stop,29.25,0.1333,5.25,1.35,3.9,10.5,2.7,7.8
2016-08-08,short,10:01,10:02,4777.0,4790.75,4749.5,11:29,4774.25,time_stop,13.75,0.1018,2.75,1.35,1.4,5.5,2.7,2.8
2016-08-09,long,10:15,10:16,4799.25,4781.75,4834.25,11:29,4805.5,time_stop,17.5,0.28,6.25,1.35,4.9,12.5,2.7,9.8
2016-08-10,short,11:10,11:11,4782.75,4796.75,4754.75,11:29,4773.25,time_stop,14.0,0.5821,9.5,1.35,8.15,19.0,2.7,16.3
2016-08-11,short,10:08,10:09,4790.75,4811.25,4749.75,11:29,4797.25,time_stop,20.5,-0.3829,-6.5,1.35,-7.85,-13.0,2.7,-15.7
2016-08-12,long,11:00,11:01,4798.0,4786.75,4820.5,11:29,4800.5,time_stop,11.25,0.1022,2.5,1.35,1.15,5.0,2.7,2.3
2016-08-15,long,10:24,10:25,4826.75,4807.5,4865.25,11:29,4833.0,time_stop,19.25,0.2545,6.25,1.35,4.9,12.5,2.7,9.8
2016-08-17,short,10:02,10:03,4781.0,4801.5,4740.0,11:29,4778.25,time_stop,20.5,0.0683,2.75,1.35,1.4,5.5,2.7,2.8
2016-08-18,long,10:16,10:17,4810.75,4795.25,4841.75,11:29,4810.75,time_stop,15.5,-0.0871,0.0,1.35,-1.35,0.0,2.7,-2.7
2016-08-19,long,10:23,10:24,4801.0,4784.75,4833.5,11:29,4815.5,time_stop,16.25,0.8092,14.5,1.35,13.15,29.0,2.7,26.3
2016-08-22,long,10:16,10:17,4806.0,4789.25,4839.5,11:29,4793.75,time_stop,16.75,-0.8119,-12.25,1.35,-13.6,-24.5,2.7,-27.2
2016-08-23,short,11:05,11:06,4824.5,4837.0,4799.5,11:29,4826.0,time_stop,12.5,-0.228,-1.5,1.35,-2.85,-3.0,2.7,-5.7
2016-08-24,short,10:22,10:23,4811.25,4821.5,4790.75,11:29,4810.0,time_stop,10.25,-0.0098,1.25,1.35,-0.1,2.5,2.7,-0.2
2016-08-25,long,10:07,10:08,4784.5,4768.0,4817.5,11:29,4788.25,time_stop,16.5,0.1455,3.75,1.35,2.4,7.5,2.7,4.8
2016-08-26,short,10:00,10:01,4779.0,4801.25,4734.5,10:04,4801.25,hard_stop,22.25,-1.0607,-22.25,1.35,-23.6,-44.5,2.7,-47.2
2016-08-30,short,10:13,10:14,4782.0,4798.75,4748.5,11:29,4773.0,time_stop,16.75,0.4567,9.0,1.35,7.65,18.0,2.7,15.3
2016-08-31,short,11:05,11:06,4764.25,4776.25,4740.25,11:29,4770.75,time_stop,12.0,-0.6542,-6.5,1.35,-7.85,-13.0,2.7,-15.7
2016-09-01,short,10:20,10:21,4766.5,4787.0,4725.5,11:29,4762.75,time_stop,20.5,0.1171,3.75,1.35,2.4,7.5,2.7,4.8
2016-09-02,long,10:01,10:02,4816.25,4799.0,4850.75,11:29,4799.75,time_stop,17.25,-1.0348,-16.5,1.35,-17.85,-33.0,2.7,-35.7
2016-09-06,long,10:00,10:01,4816.75,4798.75,4852.75,10:20,4798.75,hard_stop,18.0,-1.075,-18.0,1.35,-19.35,-36.0,2.7,-38.7
2016-09-07,long,10:25,10:26,4838.5,4828.0,4859.5,10:47,4828.0,hard_stop,10.5,-1.1286,-10.5,1.35,-11.85,-21.0,2.7,-23.7
2016-09-08,short,10:10,10:11,4796.5,4818.25,4753.0,11:29,4809.5,time_stop,21.75,-0.6598,-13.0,1.35,-14.35,-26.0,2.7,-28.7
2016-09-09,short,10:08,10:09,4759.5,4772.75,4733.0,11:29,4748.75,time_stop,13.25,0.7094,10.75,1.35,9.4,21.5,2.7,18.8
2016-09-12,long,10:01,10:02,4697.5,4650.75,4791.0,11:29,4721.25,time_stop,46.75,0.4791,23.75,1.35,22.4,47.5,2.7,44.8
2016-09-13,short,10:01,10:02,4718.5,4752.5,4650.5,11:29,4705.0,time_stop,34.0,0.3574,13.5,1.35,12.15,27.0,2.7,24.3
2016-09-14,long,10:05,10:06,4744.5,4722.25,4789.0,11:29,4762.75,time_stop,22.25,0.7596,18.25,1.35,16.9,36.5,2.7,33.8
2016-09-15,long,10:05,10:06,4763.5,4741.0,4808.5,11:29,4798.5,time_stop,22.5,1.4956,35.0,1.35,33.65,70.0,2.7,67.3
2016-09-16,short,10:01,10:02,4796.0,4817.75,4752.5,11:29,4799.5,time_stop,21.75,-0.223,-3.5,1.35,-4.85,-7.0,2.7,-9.7
2016-09-19,long,10:01,10:02,4839.5,4823.75,4871.0,10:28,4823.75,hard_stop,15.75,-1.0857,-15.75,1.35,-17.1,-31.5,2.7,-34.2
2016-09-20,long,10:00,10:01,4819.75,4803.25,4852.75,10:34,4803.25,hard_stop,16.5,-1.0818,-16.5,1.35,-17.85,-33.0,2.7,-35.7
2016-09-21,long,10:05,10:06,4828.0,4815.5,4853.0,11:09,4815.5,hard_stop,12.5,-1.108,-12.5,1.35,-13.85,-25.0,2.7,-27.7
2016-09-22,long,10:26,10:27,4881.5,4870.75,4903.0,11:29,4878.25,time_stop,10.75,-0.4279,-3.25,1.35,-4.6,-6.5,2.7,-9.2
2016-09-23,short,10:07,10:08,4868.75,4881.5,4843.25,11:29,4873.25,time_stop,12.75,-0.4588,-4.5,1.35,-5.85,-9.0,2.7,-11.7
2016-09-26,long,10:36,10:37,4832.5,4811.5,4874.5,11:29,4816.0,time_stop,21.0,-0.85,-16.5,1.35,-17.85,-33.0,2.7,-35.7
2016-09-27,long,10:00,10:01,4843.25,4806.75,4916.25,11:29,4846.0,time_stop,36.5,0.0384,2.75,1.35,1.4,5.5,2.7,2.8
2016-09-30,short,10:22,10:23,4842.5,4858.75,4810.0,10:45,4858.75,hard_stop,16.25,-1.0831,-16.25,1.35,-17.6,-32.5,2.7,-35.2
2016-10-03,long,10:49,10:50,4865.5,4847.75,4901.0,11:29,4858.5,time_stop,17.75,-0.4704,-7.0,1.35,-8.35,-14.0,2.7,-16.7
2016-10-04,short,10:10,10:11,4873.25,4888.25,4843.25,11:29,4870.0,time_stop,15.0,0.1267,3.25,1.35,1.9,6.5,2.7,3.8
2016-10-05,long,10:06,10:07,4879.75,4866.75,4905.75,11:29,4880.75,time_stop,13.0,-0.0269,1.0,1.35,-0.35,2.0,2.7,-0.7
2016-10-06,short,11:08,11:09,4850.25,4871.0,4808.75,11:29,4858.25,time_stop,20.75,-0.4506,-8.0,1.35,-9.35,-16.0,2.7,-18.7
2016-10-10,long,10:40,10:41,4899.25,4882.25,4933.25,11:29,4895.0,time_stop,17.0,-0.3294,-4.25,1.35,-5.6,-8.5,2.7,-11.2
2016-10-11,short,10:11,10:12,4855.75,4887.75,4791.75,11:29,4830.0,time_stop,32.0,0.7625,25.75,1.35,24.4,51.5,2.7,48.8
2016-10-13,short,10:02,10:03,4754.75,4784.0,4696.25,11:29,4779.25,time_stop,29.25,-0.8838,-24.5,1.35,-25.85,-49.0,2.7,-51.7
2016-10-17,long,10:25,10:26,4807.5,4784.0,4854.5,11:29,4796.5,time_stop,23.5,-0.5255,-11.0,1.35,-12.35,-22.0,2.7,-24.7
2016-10-18,short,10:21,10:22,4832.75,4850.75,4796.75,11:29,4844.5,time_stop,18.0,-0.7278,-11.75,1.35,-13.1,-23.5,2.7,-26.2
2016-10-19,long,10:27,10:28,4836.5,4824.0,4861.5,11:29,4830.25,time_stop,12.5,-0.608,-6.25,1.35,-7.6,-12.5,2.7,-15.2
2016-10-20,long,10:01,10:02,4829.0,4807.0,4873.0,10:35,4807.0,hard_stop,22.0,-1.0614,-22.0,1.35,-23.35,-44.0,2.7,-46.7
2016-10-21,long,10:31,10:32,4835.5,4814.5,4877.5,11:29,4839.75,time_stop,21.0,0.1381,4.25,1.35,2.9,8.5,2.7,5.8
2016-10-24,long,10:00,10:01,4891.25,4875.5,4922.75,11:29,4894.5,time_stop,15.75,0.1206,3.25,1.35,1.9,6.5,2.7,3.8
2016-10-25,short,10:44,10:45,4894.25,4906.75,4869.25,11:29,4896.5,time_stop,12.5,-0.288,-2.25,1.35,-3.6,-4.5,2.7,-7.2
2016-10-26,long,10:37,10:38,4863.75,4841.25,4908.75,11:29,4874.25,time_stop,22.5,0.4067,10.5,1.35,9.15,21.0,2.7,18.3
2016-10-27,short,10:04,10:05,4864.0,4880.0,4832.0,11:29,4850.0,time_stop,16.0,0.7906,14.0,1.35,12.65,28.0,2.7,25.3
2016-10-28,long,10:32,10:33,4834.5,4799.25,4905.0,11:29,4831.25,time_stop,35.25,-0.1305,-3.25,1.35,-4.6,-6.5,2.7,-9.2
2016-10-31,short,10:34,10:35,4803.25,4819.5,4770.75,11:29,4812.75,time_stop,16.25,-0.6677,-9.5,1.35,-10.85,-19.0,2.7,-21.7
2016-11-01,short,10:10,10:11,4788.0,4806.5,4751.0,11:29,4782.75,time_stop,18.5,0.2108,5.25,1.35,3.9,10.5,2.7,7.8
2016-11-02,short,10:32,10:33,4749.0,4766.25,4714.5,11:29,4757.5,time_stop,17.25,-0.571,-8.5,1.35,-9.85,-17.0,2.7,-19.7
2016-11-03,short,10:01,10:02,4707.5,4729.75,4663.0,11:29,4715.25,time_stop,22.25,-0.409,-7.75,1.35,-9.1,-15.5,2.7,-18.2
2016-11-04,long,10:36,10:37,4684.75,4651.0,4752.25,11:29,4690.25,time_stop,33.75,0.123,5.5,1.35,4.15,11.0,2.7,8.3
2016-11-07,long,10:00,10:01,4739.75,4726.0,4767.25,11:14,4767.25,tp1,13.75,1.92,27.5,1.1,26.4,55.0,2.2,52.8
2016-11-08,long,10:49,10:50,4768.0,4752.5,4799.0,11:29,4785.25,time_stop,15.5,1.0258,17.25,1.35,15.9,34.5,2.7,31.8
2016-11-10,short,10:02,10:03,4812.5,4851.75,4734.0,10:28,4734.0,tp1,39.25,1.972,78.5,1.1,77.4,157.0,2.2,154.8
2016-11-11,long,10:09,10:10,4739.5,4705.75,4807.0,11:29,4717.75,time_stop,33.75,-0.6844,-21.75,1.35,-23.1,-43.5,2.7,-46.2
2016-11-14,short,10:03,10:04,4705.0,4751.0,4613.0,11:29,4691.25,time_stop,46.0,0.2696,13.75,1.35,12.4,27.5,2.7,24.8
2016-11-15,long,10:00,10:01,4754.25,4725.75,4811.25,11:29,4757.5,time_stop,28.5,0.0667,3.25,1.35,1.9,6.5,2.7,3.8
2016-11-16,long,10:24,10:25,4780.25,4740.5,4859.75,11:29,4788.75,time_stop,39.75,0.1799,8.5,1.35,7.15,17.0,2.7,14.3
2016-11-17,long,10:06,10:07,4800.75,4777.75,4846.75,11:29,4807.5,time_stop,23.0,0.2348,6.75,1.35,5.4,13.5,2.7,10.8
2016-11-18,short,10:00,10:01,4822.5,4840.75,4786.0,11:29,4809.75,time_stop,18.25,0.6247,12.75,1.35,11.4,25.5,2.7,22.8
2016-11-23,short,11:20,11:21,4834.0,4862.25,4777.5,11:29,4834.0,time_stop,28.25,-0.0478,0.0,1.35,-1.35,0.0,2.7,-2.7
2016-11-28,long,10:29,10:30,4872.0,4851.5,4913.0,11:29,4864.0,time_stop,20.5,-0.4561,-8.0,1.35,-9.35,-16.0,2.7,-18.7
2016-11-29,long,10:20,10:21,4867.0,4847.25,4906.5,11:29,4878.75,time_stop,19.75,0.5266,11.75,1.35,10.4,23.5,2.7,20.8
2016-11-30,short,10:01,10:02,4862.0,4881.75,4822.5,11:29,4842.25,time_stop,19.75,0.9316,19.75,1.35,18.4,39.5,2.7,36.8
2016-12-01,short,10:21,10:22,4772.75,4814.75,4688.75,11:29,4756.5,time_stop,42.0,0.3548,16.25,1.35,14.9,32.5,2.7,29.8
2016-12-02,short,10:13,10:14,4724.5,4759.25,4655.0,11:29,4755.0,time_stop,34.75,-0.9165,-30.5,1.35,-31.85,-61.0,2.7,-63.7
2016-12-05,long,10:02,10:03,4785.25,4741.5,4872.75,11:29,4783.5,time_stop,43.75,-0.0709,-1.75,1.35,-3.1,-3.5,2.7,-6.2
2016-12-06,long,10:01,10:02,4791.75,4768.0,4839.25,11:29,4778.25,time_stop,23.75,-0.6253,-13.5,1.35,-14.85,-27.0,2.7,-29.7
2016-12-07,long,10:20,10:21,4785.75,4763.25,4830.75,11:29,4781.0,time_stop,22.5,-0.2711,-4.75,1.35,-6.1,-9.5,2.7,-12.2
2016-12-08,long,11:22,11:23,4866.75,4840.5,4919.25,11:29,4861.25,time_stop,26.25,-0.261,-5.5,1.35,-6.85,-11.0,2.7,-13.7
2016-12-09,long,10:35,10:36,4893.75,4875.0,4931.25,11:29,4890.25,time_stop,18.75,-0.2587,-3.5,1.35,-4.85,-7.0,2.7,-9.7
2016-12-12,long,10:00,10:01,4880.25,4863.0,4914.75,10:26,4863.0,hard_stop,17.25,-1.0783,-17.25,1.35,-18.6,-34.5,2.7,-37.2
2016-12-13,long,10:25,10:26,4944.5,4886.0,5061.5,11:29,4952.0,time_stop,58.5,0.1051,7.5,1.35,6.15,15.0,2.7,12.3
2016-12-14,long,10:27,10:28,4952.5,4938.5,4980.5,11:07,4938.5,hard_stop,14.0,-1.0964,-14.0,1.35,-15.35,-28.0,2.7,-30.7
2016-12-15,long,10:05,10:06,4949.75,4923.5,5002.25,11:29,4955.25,time_stop,26.25,0.1581,5.5,1.35,4.15,11.0,2.7,8.3
2016-12-16,short,10:27,10:28,4932.0,4952.0,4892.0,11:29,4911.0,time_stop,20.0,0.9825,21.0,1.35,19.65,42.0,2.7,39.3
2016-12-19,long,10:37,10:38,4943.25,4912.25,5005.25,11:29,4949.0,time_stop,31.0,0.1419,5.75,1.35,4.4,11.5,2.7,8.8
2016-12-21,short,10:06,10:07,4944.25,4960.0,4912.75,11:29,4942.5,time_stop,15.75,0.0254,1.75,1.35,0.4,3.5,2.7,0.8
2016-12-23,short,10:54,10:55,4928.0,4941.0,4902.0,11:29,4927.0,time_stop,13.0,-0.0269,1.0,1.35,-0.35,2.0,2.7,-0.7
2016-12-28,short,10:00,10:01,4944.75,4979.25,4875.75,11:29,4953.0,time_stop,34.5,-0.2783,-8.25,1.35,-9.6,-16.5,2.7,-19.2
2016-12-29,short,10:49,10:50,4914.25,4933.75,4875.25,11:29,4911.25,time_stop,19.5,0.0846,3.0,1.35,1.65,6.0,2.7,3.3
2016-12-30,short,10:19,10:20,4879.25,4926.75,4784.25,11:29,4880.0,time_stop,47.5,-0.0442,-0.75,1.35,-2.1,-1.5,2.7,-4.2
2017-01-03,long,10:06,10:07,4911.5,4885.5,4963.5,11:29,4892.0,time_stop,26.0,-0.8019,-19.5,1.35,-20.85,-39.0,2.7,-41.7
2017-01-05,long,10:17,10:18,4957.75,4929.25,5014.75,11:29,4945.75,time_stop,28.5,-0.4684,-12.0,1.35,-13.35,-24.0,2.7,-26.7
